,Summoner ID
75,6s_voyy0nUDoo5hDsot1Eh1Wmd5LHYhio7gXnI7Qtni8CESB
76,Y00yQRHPV9rfsJhAqPguHLfAKkAvruB6JERSTgq1RbKb-XSh
77,B_Mlw1p92rtrNKS4UAFK3MbfBJuyc3C4Wn1Vvm07syRyCocl
78,bqpC0161RLuLiKC2qf_yXfp44atIbt2jtIfI9UhriBpuz4jN
79,MEx6y3wRq_qqi1__n21qWVzFm_iDaa53oxK_dxT7L-RcGaHO
80,JVv7Wm1XLgHQ6fsHSBAu2tU8jE7_s5i6mSHbMICiECUpGh4w
81,jJ3-NbZm9MHle-4jrIcfQYf-h339iJ7YBCPv2gzZlBOruCqw
82,wyheVhx_h4gKbXdYCkhG39tiuXkSpWuHY2_wdFGhKfYFY9Qw
83,ITqfWP2p15abtri2YpowSY2bY_cZzEDeY6nrE_ttPXzB8NNZ
84,UvN97EO-vevQeOTUCE9yeOw9yvxN6NZ_Q7CBv8Jw7X14bRmX
85,ck2J_DAcwAC1s2wF02R0OdWfLhySqv5EWJTApzKp29p49s87
86,Qr-jL5MCHKfwSQYHyoQ1_oNbxYPlfXJ5JtvnCRLYTO-cIgO2
87,E6FwNR7MaW_8sGNYuN2PObEM4TolHRRmfyDfGgoVJU1-rvb1
88,9i7sXotfq5KCEI1kftUcWqB4ng8Q5MFhYC6Wy5FW2WOxh40X
89,hN9x_eQn9NyfKBe-cCfX7kjUehUgXkASi2nqLJ0ySRIntFvc
90,j1SzJh0s245G67cdwQExre-bw5Nren-kFLHO8g2dN5AoGJRa
91,WYJbbb_3T2gbk8iDEAHh1RwtjgiSw-NWK2_uejYSMF94n8BY
92,egiNiw583RhkhLNeTv24ONhhqDAoayeaganvhkdQzq4ZGHWq
93,bVEItIJ3nxGsABF25tf1Ul8BiyW6aNdTU1h-QYJQ9RI-c5CK
94,b4c10kMZIP4wvmH8C8oVTqdEZFfe1AwNsWqZb6y7_NnuRGMm
95,-AiURVHRG-IU4wpH7qzltmhwDd94R1iOXfFQs-ZN1xDmBu9b
96,SUmtLltPNf7gmFuRLn7isVPKvVU3TMj0mBtXSdMvltm1GK-E
97,HtrsDHS-fFIBModLzMawhQYm78nYzYXl6gGfNOV-XfsCJ7K-
98,z0QDN8zbXH5Zf89Ft3NW3EwVD6kPmu80byaTvHbmkt0hS5Dh
99,-yUqaw32T8UtTcBkyIDDHclqUzB22LjwR-N54HfaRqf1pT3x
100,TRYG74_rYwp2ycjlNa0LJvo9xOfyh9tNr_bDFxiQcIcWBYUX
101,k59fqjYK5JZjTr25RJyf7zJqWubc2c_a37YpYvsfKzYY8V1K
102,Kk0tuB8VOtf1GQWhJD50kpDe067yu2TSNMW1BZFAxJA_9SEc
103,8nR-l3lGxi8u9dFWWyHejapfaWkH3My1mf-0SGdMFbBVlF4Y
104,o6VBKp38h5h5Rjd6KAc475BWFZS-ZW2J1rfsEBMtOAzmksyy
105,ZfbOJ-zPPTXb3GkSsf9jlExmEqc6Ur3V5xQOfUnhGByvPKlS
106,TCMEhqLyk0767keue5kHZbn7QC1Xk_iz2UtknaCP7jPB9bGV
107,tVenl415yAg_7PEddECACNZUjJXJb7lIOqTE3BWiGa5FwDMJ
108,mz9Nda_zTJ4pCA44BVL2hWMzzVFGDmoSItRAXOZpQwNsjPel
109,Z4s384XtIfGVjhd0KSS--UjWGZnZCt3sxZc8lUckJz9UmZRZ
110,3-XfacLwDzVqMvH5DQV7gVVB-AEaYD_aPv7mvf8uq-24irUm
111,Sqpe1Xm01iZoVABAIiMTycM925L4WEQfKEEI3XUIWmucaxak
112,fYAnOKGf5HI8zy_7_vRxiku8_bMAM38aEF_y8UjgyDWjIa3n
113,YuJ-R8XTuolydnkrRzTOGgeH52O79vyQk6N0KfE61ZUSfTbE
114,Tl240tepDhiU4LId8mu5k1Lb4SJfWF6L92Kmrlrp6wDh0w2X
115,zmRboRLpvqIa1tlMFvmZ0oLVrQ9l7Fm3kRIAtGqgAqw5WtJ9
116,ZH_EZrA7CiBy0zyM0nd2YEpQqvASKlWRkMvKGa3n3jqtPEQG
117,zUwV-g79JDYdWWznO5oSJeL0gqIpG0gToWheNE5Z9tRlhmiu
118,STec9VNYETsp2z7yJUMVcsi3zYbhS_oFksn6LLLEjSfgyJyc
119,bb5GB04TM5H1-jdWPXguvyC7uyOk7ibI5hJMJFLvdw2qdrNV
120,YmJ5xSiBj78o_h5vSeBjbpwMWkfGyGgyNSqBHmFLn-gancml
121,kYK5Q2AKb3HgyWwbPL6p9IWFSm4piQqK_PwxWFoQnmrM66Zj
122,LPcFGqyBBbqOm_RVsKbmI0k4qYGMd5UzkB1zeAfyijL_mMVu
123,6KxoQJ3C78rSmC189ReB47lmRbYB4fNxDVdYChVXc6iK6VRX
124,CAw5DJzUEe2XDyvf1eQuYzRzntRWzuVBcNCu9SaxgFkkD9gB
125,T-Vyjvfe92v_rtNi5kr6ugZCDdkuxEbyRegKGXKSU0W4yrKa
126,76zsfc1H3G5AO-X69iC4P4pxOwXxCkg_UzIawr9mbJKgzfro
127,CfuX2sA7eFWT1o4sl4lxz3-dC3ci5yH2lhINaGAzODUnUGX0
128,kpEh0pWEh_0n073NikqCQR3E6OZCr3xTYTci6xweoNZqQ27s
129,PqhHzvkhirwm4kJ3m-pOixSO1vgdMAuBvALv7vYYw-1fb94y
130,cO9kEwMr_ykgSmgG-KNc9dOFtnnfVSKIwI-1VozBOsmd7f6c
131,YAFWQqHYuJ0Vk00INM0kBMykqnqmn4sLtZuhRLyItT8fI92Y
132,-JoGtKqyaBOgxHDjmhLtPJtIQNXz94p8Z_90U6s41Go0I1Nf
133,1w6PHHtV9SNg-nIC1HDgpn0AU2bsUQ9I5Skf6NGzoMAaDhmw
134,MhUs9t5fDc1mjJXwkNhrHMIW1Z760aTyrerv11C2JO3iw-gK
135,Q-ZcKe0vqEAKco5ltXr0yG2HaE8Wa3XJJ9u0PVKgnCswG0xM
136,IkqcQOjvI4mw53o9IUXlsGXrQM8pEfWe8MXybHXxRNn9nudm
137,Hg_0bnWpaZ0AhdxrD3e4_7SUF2RS0ATHgjDd3Z-0dkd-ozHc
138,8m_7_xSuE42URC69X-RAI3_aNtXdR5ZD9WbKSSLWtBRWZn9T
139,09kyAO9OTA-BFbOrEbIGZ7JEl5rO59mP5ta7oy9aosWqI606
140,P0f5-_IUBQHuZowO04V1Zj20zvq78T41AE7Hz0appscwX6io
141,x7BgbuPWvI8AcgcHMPW6H3uSVPnKUdT8661bLDcAr7b6kYzy
142,YnHozIXTCbugbBPv3JXPjL3xfIET3MaIv7USif4PHYZnSSjz
143,aHksQMMi4UKAQbqjbTo3_UopdiWCqTxVU4CG17A-ytwxMvFh
144,RaNTrlnc6ByjYRfBVH2X_FX2YOxOk5gWd3VYq8dPjPfL_HyT
145,uICbS5kPt1ojGVoIe98p9qP7NHoDwrW7BsT1P60ukY6zebsC
146,KgAL_zAtF34pMBdC8AIGs06TY6QEXpGsZIs4npNJu9UwrRU8
147,uqDrZMaDjsbfEH0Tyot91P4wi8mjamPCcPsQcIqaHxpmBVSV
148,mbLrOl_uM5E8UwN6Kt9DfesDIRyDoheXL7pnfUApp_u58ohn
149,qApF3M8aHEJnzNvcL9KmKdqTQ1kRDZ6sZ0CLFghjzBrKLl6C
150,Fk18BVFWgd3u3PvXVtJ9Mbd_j8yLylUcoQoSi10brq06a2oY
151,iEB83nBMtUyDUlt_RX4ocPeYY7iCIw8VV9Pn6M4JVuu00tyu
152,FROsKf1gQkHqocDIaOdiyx5BGsnDlBt2WlPvzcocXjDmx7Is
153,M5ZzmbiVSvbU5qvZV7IzJcBxlS4IWLrjz8RPZ0e7zS1CPdR_
154,LWenHNz7OBkluDc2USnJgq7gfojcccNYxmljwfiFNLtgdY-B
155,6nY5pLcAeKlxHCVaR0AMbp6WoBSnJbxTT1FFYzpxNyhAh4hj
156,gGn62XVHd2F2syh6pHmjUIrL8WObI_xu8a9q6eVl5fQhF9jE
157,6jIhOKGmMAFpaq56Vxh5oo2m8IQChflTnhz9uH10lYXsZr7k
158,Ffr7Jnl16rH6BHf_g69bqK2vkJOMNQsoADW-GzXi58FT_fV1
159,67VEgMiDuuNtLY0WgbEeMSopBnZC8H7x8lJ_BuTqWOpIZsvX
160,v11AzA9VwUDO3-fADDFCWQNS18OMiOrmdFsgv3T7VAt1kpjl
161,6CSQnISk6HPmeJAaHro4ZVM_ndEshpai22u5vaIq14mmq0RU
162,UqhDHHCs-YbBsWb4ndgXpZuPdmgUYM0oPxJtt4lURiTs7D3N
163,WsVNmGEOJx9AWPhElMTTkZTSvsnN_EpfeQ6TXHHZV7szb1y7
164,VwIHaNk5UMimG64Fk9G61qfrmv3Dt4JlQYdLg5gyCN5b-BgQ
165,WIApP5t-ItJY1GjRHCVOgbhWkNkIzQJw8PzM2JWFRavTIUQI
166,GsidfMd_FMskald9Vo8jDXL0VFLwDeMq5wCOpMmtbbbqAopZ
167,IoZNkyvJtz2KpnP1ELmFMVuVW4GrZPxWkhHJLQ8zHWEYEhau
168,ADBYm7T4TyuBaU3R7dn7ASnoK0U0U2B4uhNhlOl11FNoTiiS
169,wpxGXqMfoU9lcbDQkV_IIxxCE5_bBZpRBQkRZGVbyBYTkwHl
170,zP6dOVPsXyV-FfTuTEcEzEd0xgf22lOEn_wjoLwRbqAEPqjv
171,wCjNq25R1m6VHa2tQ6X0AA_CIuJZQPkqYw_IkK-B3ne16vLa
172,uI-DK2W07KfYy-t8rS_CENcn48Qx_8K9HFetkOmYGeWqf1gR
173,00r2oWuQQVSdUAYkIoH0jheM53LnZCAqSZRBhTiJ9Csz9gzK
174,wDrx3XeUoAVDVzMx0AVQITKloRy5JIBYgiTji7bNj29Ja7Gq
175,94nUpDCdUaLaLMhEWaGeuMslhQUAJjieCwls4LNUVZo8KbSD
176,f7Sa0vczB1dI6gWBuciPHv_r-muVC0SQ5Rb0HdT70XLz4o4G
177,qZqCH7HJGKc3eShBSxF33CLsGfQxMI18cR1hEXTDOFQE27ms
178,K2ZFdWg_G_UZTIImxCfwpVo7TQyAS5HyWYpEVrszkdcczhnb
179,9ZSWSuwesV8Ct1-J7khArekUrDE8jCz_XZ8IzY5tGPzJ5qHb
180,Juh4ox2VY8d8Ojrag_TM3dqNROLituHGoMGZ5Sjt23oOBQth
181,7NmH3CNsqjCzCBZFfzpeum9XIsV12nW7TYEa4pvNo2K7ee2W
182,_V2CiVdAp_GJ44cRfMpWZ6TGfeAo-0eW4Sitx_YbD1U6vpUm
183,Pqd1ZRKG8fmZNVc9kh7m4kjlO-_M6PNt4js3MqPbGKJKs1m-
184,vesGXHLOJTQW8xvD-fnr41Y6yiPFGusMZiE4_4ZugLp0z46p
185,Me343Bh1ltI8-GXHfKZqm5Um7I9qyClH88SDjZQogN9TXIA-
186,1o3LsIqHbUT45BfqMseOQodiLQgINdCeZ8rTd2hyDWLjI_lS
187,SV_w8uwPWYjESlYhX3tE-iTCUN9accqzZPKY4hoevYyvPx2j
188,kBrA7YD2U27sPtITpCO7gqj5Ac4Pn68knVLIT1aWuC8zP2zY
189,NMg586ZxHK7-nQpfYMIqWJYVQGTDIP4Soy1I6RTIr3pnEXZL
190,eBBw3cW8atmA-oXjLY-B905jLY7UNg0Li2GY5OfN0U2icnhp
191,KMxu82r7egdyHvbhiok2cpxL31hWHhrtHIjbaQVcBDmCZAcD
192,25MvXA29lgo3K87UrbHbL0wZ_Tv2X47A0ObJAC1A6sz597sF
193,oKS--ogHXBenjU6bcMU6KtTHx1RFr5KvrflhaxXlaGZtIqY3
194,BH28Urkwmz4EEBGpNRwW2AM0VHqxSS5ZYRpaiZRvVVfqEY6W
195,uoccPzQIV6WhdIW5nupOWWmzkOQwANI-Jrvr8AfKJxW_V-HD
196,IDlF2eP3v3-PHZs0ny2-HbEDZpml-zbLYlY8h82pqxi0H2PQ
197,MRd4ZWzO9mg2CBRhh7dMC-oM8zIOaeT38G_xWqRxEurzT1Zi
198,wlr6F3Q4T4RgaYD6y2V4bfhrHJPjaicKuXVzKjGnwEUztR04
199,3PDWJpaVZcdir0OO_57hzyBasl_sZaoqqvfcnlS_64YpvOeC
200,JA4LqlWSveZoo-pfelCLg3vonAB4-tK-Y895_U3g8LM2gaK3
201,70J0Nix_t0YLUEUcvAC0vNKWGnsKVwNUSsrEKaHZ2AKQN4fI
202,eSsIT790B-OF8qac-PBFbrBBFz-lHkpO6cyrb86pdU19Ee_J
203,ZsFsKUMNRgJN-NH7ruIUO93uOb12T2CtuTlbGLdEuhIWUAFM
204,H_tkFO8vo085210V3qIG8R6XHAxdxad4ZKTDeka7qNzMrM5R
,Summoner ID
0,JA4LqlWSveZoo-pfelCLg3vonAB4-tK-Y895_U3g8LM2gaK3
1,70J0Nix_t0YLUEUcvAC0vNKWGnsKVwNUSsrEKaHZ2AKQN4fI
2,eSsIT790B-OF8qac-PBFbrBBFz-lHkpO6cyrb86pdU19Ee_J
3,ZsFsKUMNRgJN-NH7ruIUO93uOb12T2CtuTlbGLdEuhIWUAFM
4,H_tkFO8vo085210V3qIG8R6XHAxdxad4ZKTDeka7qNzMrM5R
5,G655AH7AUDEC5SbXqZKGPQRv0CouMcjKmPMQ-DCeE1rFFwM7
6,Arzj514WZMVQdNtkG7uKMZbk8yqd3gFwsyWqe0UXRRbQTJVf
7,b68rv_929EdE3YqW2mGiexPnbVmUqpAzCXq42VcV874o90oO
8,tvPBhOsTr9qyhUVX_5GVoy4NpB1YfK2BJbh_MDTZNi8j4qJ0
9,Gv_7KKYyupBK51nKGpZR9uy0gF3XHYfDRDxEOLZX6ADVmKT2
10,ByzMRwxazrnXD7-vyj7JO-sPdfAyoB3JJE0dWn5a93m7-Nnu
11,_XfMT60YhQEYs2621u-WAZvSZ7G8osejczCUAX9Ei7F3Nh5-
12,z1JrLyrF7bUwibTL47pV36H21ColxI2TDkVkerc71s7TGX3g
13,NCrDlx663o_3WXkbUA_3riC5zvYvRKx9YLU4DoYTR6e54ntt
14,pr4sN4tKSvZT1w8AgT8qEE7oqjb3csDLenDfjWX_FJAjAtXn
15,kTE5JNiibCJ9tdoIddWLG3lYjzUgBJTG9D9BXnJ_zyQrDRZA
16,4X0_jQiITUbyZXr0mDcWmkYjOfqfOKJ5prO5iJxsk5FUfojM
17,__idfyvhu3D1k-eINhfF6jYubvd6wx1v-xeSpwSw-SEdZYXQ
18,BzDC5GupgUz7vcJZL-sKaLTgLyICG6OrAN4wOe-GwdpYWcom
19,HLHd6P0T9FQidRGAd46LuCCz65xRW0mAeRyP_P_h4tm8W0Se
20,zY8sIzdqGKaW9ht1qYnovWzifbdb3fHz1_sQl68MzDONvdee
21,-ZbJzvQX2Xy-jLbyyQ-RvUANoNKGzZcL58nFBCWIchPyTVMn
22,5uXXfoFRGzyPiuxB6UJKYaeiMkpUa495cQXfGTvV12yYuezh
23,r0PHuXN333gFvyQWTTeiK1IgUm0vdk_krgjTvnMBn5c9XBAw
24,x2Jq8-5f8QjJEJNrlsrhurKGg2OReSi4xCowXvPKgMSTQHst
25,ZL3EbggPPECaNWDLJwvt_khwc-NATGPh72oL8oUnWPg34SrM
26,8fkSS089B4YINCc7sR4aMpWGOReAJk0Td9t7rt8DAdnXXej8
27,Qr7xiwAlcr-_w6guWXrq8jI2PFtPA6-jqkOzA5TVwyVU8pbk
28,tzTuwN4HhedVTtbw_6ZoIPrwtWzV4-jiCePRJx6jz2jMqmoF
29,b9HaEwp4XG1F9uUskkJXJpNX2vvO1X4Jtet9l3f1zAhV1oUy
30,5yxjMXDKTF7gnzJt8Edju2tZAW83L_I3apcGZsdkdHLFUMSN
31,bpI8dR2fHgBTRTDSfEAx6oeUS6FS5KibC0rCd6ihGhm0b0q3
32,wtKKdlEBEu24B0pjM9FZKN7TB_-bpShPrgvxzxGO1o-Db6zB
33,pFbH7HAl1CNEIY3ozZsOAwAnG1iiP5fVaGQdRBfUgS2LgDgC
34,wKY-3P3WPBww6wEDvK6CDYGgojds5QmbjR8RzRXD262DEw4w
35,aBOe9IwykoP-TdBErj3eG4s-ALkb7C3UrwmD2YhOsOVOarGt
36,va1b4uDSVT5BiIayO5r9mOS-eeKdznMcRknfuWbT9Ydi2vEB
37,SCm97odBu5gUVrhrSiaJr7LZS75o9Jt36d5_NOuwUnmi8FbG
38,2-SOXHW5TPxjXhdcq1bTTLtGTsya_irPa-TR3HcLKr-tJ6dS
39,xIJB9jM9v40cRmEROsgdccXQcRjGDpn5iHo8Tyx6flnQ3_bH
40,e9ElcPmYz0qb4cdlieuJnL9SEq2nY0clJ0C1ogBNXwuRVzJM
41,UqAWQAT--dFwIsXe6t3gVre13l-OeihO1FDjaXjHRBWicTiK
42,antOuDMh0xN2yaZh5RFzllTNJpGx7Y8Xu7U9Cf2rqeDQBo6O
43,RjKQdyN8x1w1FuYJ_8JUjlOw0JFJvjkNS2fNiNh3XI8Stvst
44,bZBN1M5STs7fFGb4A_s01CWUHPNEH4GZrf-DUdPzB4DKoidR
45,951T6XvmJkl7z_PvcyaGAtMUd5SS7ZDjHH-QTh7ir6zRNpC5
46,NwP0gWguhrlvkwgw2hvACqSC2MrWNL_NaJPuN3ZEx70PKibL
47,rTcBZhr8RaUE_fzCHtbHm3k-ZVfMxeCH2__BYMYP7nQjCrb-
48,ajy0ya9icoGLHu_Vq3kxLaJ9N7RiM4PFoOmvzj0DBZrccpcU
49,bMW3R7JfqH7VAwoZ1JsS7h4bLDWt3MSeSwY92K0f2r-myrvm
50,tqrlp-hA0jCOUC4DRNDLtf4sZMv6ACx0AQ1OTKENAiKei6A-
51,Q97vJWfpf30xQ3CqgeHJe_9S42itADYXeaNTKQqvWlgg4xv6
52,o-PwIpJghxRrikgxGcJs2v7iZAxEQtHjTzkd44RHmEvJh92o
53,9QC--Qs9hL2TVcgob_rUm0sBNcQzOEZtdeeApNo4ToS1KYz1
54,SRx66yVBwce0jkXVG3OZXtiNBrVmwiVi4mN_bTGmwBFmsHwA
55,Io9eRMM1KZoP5OoeNqmsc_5PAXUXliTskh5Z_puTmuGbwB4K
56,QOF2-WbbVT6Dchax2L7KxxENq9Qi5jLZAFt6qncK2J0Igfb5
57,-mIftTk9InEdFGLtGndzdfXuWKfIcma2yFqcgurxUC5jTiSh
58,rL5yBfGe69WAdlqblzm6Yua0zxwZIe2a-sxiTuOEbSmt9cAT
59,C4msJvgSLLflsNgNX_IOTbRHIDijdG8TOs4FRc_8TIHBBI5U
60,Mo3SA2qTKVHAPfY40wEuAsSDfyXb0wAnSzRXahyx89RbtyuL
61,kDEZKGqbvigxTjCvWnxFBasLxrGzBt0uzFErehxH2yKbz__T
62,CoNKAlRVrqDPzPQszVNG8sbDcgdLphV4RcN-p0S0NDygrYCb
63,T8oAuAgN1D7qn1rBQKJgg49P4fe-kjjcmHrcnJTatqN639LK
64,Zeb1lTT87qgrNj2K3XBnvcfvP40M7aTJzyoiDF7PULbH0rAO
65,UU6zCOLX1cBAIe5D3XgSNPLB5S3Lx_lLDx2Hc5c7ohoKgrKw
66,-hKzgIo95DchwUoX2tG0SWQ18gUF_1KAfwRT8Oag8c3aABzw
67,kNEoNRp84ODbsfShLlbT3SM6OiF1440UODiGLxuVzOFoep4r
68,4pDfOpr9eEhtK-6xrU0uy_MMSUE34JVn5j-g1Vz8l2yCPcqO
69,6umWPAW9ZewJHcxw5qjLTWt_cIiIVel_KcPf8f9Wd2Cb-CYL
70,Dk_OkCG6TN2dl8gG4TuBCBif7S9njngRelEe2pgxkGgDTL_F
71,qZNyE__kF2IiEslzmspYWQBZUYqlOL7N57u193kFAvNnUk3E
72,y0pFGrhAOBhLrOkJuGwX8Xc5RdJaq8ayBzyZk__P6U4PyqRB
73,lRRGYdagSsltxL-_x6wB5-ue9Cg1b8r96WS4Wwsbhrya1d52
74,Ov08S27VchG71eN3w6NhGlR-sfDHNUnjwP21ES_d9JrdCigX
75,OdgwxvrS_2Z7MsnWku-R37K1S-EdfGMPWF5w_pxiMv318BAR
76,aLnMVem6GJmAV4_Z8HoFTni8zNLcAYMyK-SqBF0i8lWxoXUM
77,5-qWr360jAjproSWysllA3DHd5w7w-r9SZ6QHwT6w7CyqA3C
78,Ip8MJwEknvRRCoz0t70J4BqH7NW18qGNJJT-pCqaF_8dTajM
79,x7pd9ESzRSrOmB5hSXjL6gILAp_Pj-Xg71Yuyq1Zcdrs5aw8
80,cyGlMyFwiZ5x4vudbmKk1uLQsAQ4sps8bJfX_3dJ9YcP3OU3
81,85PXCXBJMqcG5CrNWwPiaNnwUAyKntzvHOVpv8eVu4Ims6dq
82,q3eGQuCoJk1quWuvR-teIDyklhD6TSV62fVZkNE-TSG59M_D
83,QnPbEuS8S33z253vbmWtv0iSVads2OBio43SAOiZ9ARq1-n8
84,thZrZ_Lq7LWaElnmCFrWg6HW3g9nePFqa4BsfjFpjwreSQb1
85,WnrApxH2hxcAUhzm2Xu1PaAx_NkkYU8-8uht9ubLqVOYvIwc
86,yFtY0HjBJptz5A7luxJnMfxRHdU4BfzGjDk258vbt9ins8lJ
87,M-fVvaP4UsPhHmtP3vYfMlPrq_aV90m4njLvmoIbv5I8O48t
88,KtGPnF67ede6HZT0ICitlfq89-mPxfkznMlrbQeaur65JyAt
89,msuhKx7j7OALy_anSskvGJt9BsCJYWQjMcdmFrxGlJPa-tZJ
90,BgOcBFwHS3bbH1hqoZwCh82YJUl9yRBJUp5GW4wDelbCkXcV
91,5uLIlnIFqKhQDZCydQfsJZrA8N_b09BQqSWaKXu3stD3pYld
92,_Z0w6b97nbNIdQz7_nd1jN5q-B38QTTGHgS6Pereb8wujw_z
93,khxL-1C7SEZlWGp19ibYVw_zoikNVlqG-A5MiHzHpJgun85u
94,5q65BLEhkBoUtRU9dlIzhgv58apzjULGt8K413yR1mTVcuk9
95,xb1bmymtQRhudz-TJAuQ0Fr2KLfXZED5P0eSaPOVej9dTbHm
96,_z4FRHnaYnyRHnUH6VP2w560WJIMAWJqq7mtZE6Y3_qMdZOC
97,e4HZkg6MhFaJXoMkW2h2IcA5hClzzwK59szoTtwuyegXcF90
98,kh887gX1kAm6LxMZKIIfhNFvuJ73EJk04pDg5Mlwm9H-tYs8
99,yoQILzBx8WXSkHGg1d7sxQKRpXunMkWVmD5OU4d5SocUQDiu
100,3KbfdnIu2hEmEsIOytsii4j-zi54SKXbz-oEYHMdHE1lxo_R
101,krKboCSnaGRTT_7m6GyXz4uhzG0j12wgeJ1AxmvlW1rkIaKA
102,VVkZjye3_H-ootMUi2PSMi7xllIlxEh3Xt_iqMUn-mB7eekn
103,5-UWWAyS6qj6eaHEpUkPwvJ8_ZUcp6A2r9AUG1Py4aNJ38c_
104,XAbQrIUCWAS9pWlmISTKuxI0hgjoe2kwL02RFGnizjLlQtjX
105,AMj5ueujEKNfuPCA_GIZ9EzFZtv2bbiYYgL7VnEnwkWc1o1h
106,FgbSxmYb4XNRCCM1vfoxPfb_iH7tpZ5fDC4OqaiTgPiucx0Z
107,hhG-b80qL-PBV9g1dkuEQeVDBFaIWfrqzCmaVzIvwwNRvy7Q
108,QIwB8kT2B7TiA6LOYdL32HVDmByf3TLloWHa91CTL9CF4Tcy
109,k2VjhcFtu0hDRl0c9_VYYi3rb3POuvD5Q4F8aySACKgYYwO1
110,RxxxBDC6kYwqcvk104iqGrGu3tc2w653iwYz4V4JtiJHtPoK
111,OxK9HRTgSkrr-pGIQWRXVGsko0R98IxaQTl0SqnZOfKxIRSV
112,DKGcxxKpOoDCqXWtioy0xvPVYh0kGqTfkGt3lIhmAKsZjYwM
113,fXFQvmjfTHBBXalVQyxBo-KgSvnn2d4Q4fcBNoMrWS3ijp19
114,OEqgRcJIphdYiNoNOSshaY7lo7RJODHNHzHU7sfV3rzQ
115,k1nluj1s39_vfXGkPexh4_-VpN2yAbcf6DDbEsCS9lJjek4d
116,Bm9dYUvJb6dHggYyldrd53sI1vIoM6nHDQPvL3YFz5ZtlC__
117,1yQjO8c1h2pVgH5kaCO-nQqvc9rDuCdczZ1YcAftRbGhAx4m
118,Dez-fUko64Rk9nivtcPmU6pBfDd3Ugtg6lIOIpxAcirjhbUO
119,S4AnuvHW0XS8UdQjTWkLI0xu3Bn59Akqto1hOe1WorjXFZdR
120,Y_H6ua3Ry0_RRWIq8sGYEDMVK9a-ruaKsQbEL6fgcJWIVRWY
121,c9X8PwveLBcZCEImhnHNteJdbhJlyjIEL7tO7Z3ZA1M4
122,v5NScEVzMHiH-PsCb2Z0_ZPCAQilV2u1Nnr9ibGmQKvY79Wc
123,n6EVjC9uzrhLGsoWgMbzXK57TMclcXJdtzcvWSpu1xWU9XQj
124,lJwux3vUFQtGapA6JG2yxISWg7Gs8mbJrpVmTJXUDTplyLTF
125,WnWAKDHWHlPAGTTvkVnhrk9Pru9pDICFXjV2Bx5tEq86HFSM
126,5u22YDR9BKlfdSalUwrE0pYpO7UM-O0gdkqsrHjF47s7Kbtm
127,psjlkYlSfA9VtY29v65XFS2eEm0pLiIe9BfxfoWU1q9x14x7
128,yFljVcQS7Q7QX-fTtD10XnOjt0mYY4aYRyzzvcG3V3iBtfFc
129,9zp9KKMhh5dnJoLpoVTW_8bKE748lqncyfifQzaF15E_AiNT
130,YCy3Dd-QsPGW3MYa0oGTWj5K5ObGxpHVPoQapSDoyiJKYE0x
131,65YBx2Dy92nEk79d3-InXPrflqcp46iHwKTMQNHuEXUg0-oz
132,rkMp5oc61Ry50HarU-C7F_ayUIj0Bo19SxO2FSmYpCTbsDlR
133,ijdGosnFEOsNgoLMS43n4yGY0shIN20SAmIiUrQUmF9VdCr1
134,XiK81cOR8zokH8_5rJf04WVw6uPTKnNB5zn4z36u0M81Cl3R
135,kbaBqr2bCiD6W8lMQJmD-jVGWiaZfZ0K5V81-iIP5NgF0oxO
136,dsh-zTP1fakrROHAJjIR3tJ_4MzULIdBiXMOHys3eLqim2zP
137,j_FBuArugZ5o0JgPQxjug7YMN-QX-uJcBv57BQhyKTUavBxO
138,XVQQtPhWPgG9rQg_s5QkjZTOZYgxfiExwJvLolS4TtT_7yvP
139,LDeopcXejoIhGHQvEvZly-xV-6m2H1-3ErRR7T-gZjI1gU4B
140,Nm-jVQ_qPeR-7G0CFoGyebKHYl9Zr6b2Xxym2ad-B6kFJEtt
141,Qm31HLP5kYv0Ox9iePWq7gPvtQwzQ8uREXv1S0tZ-OF85Bla
142,s-JuyIdFdqpUKhzvPiGCDP_89tLYlWPiOd2fdw6nrk_AV9_D
143,3lyewp_35oUIB0wWXnWu_Qg20dMTxDHEt4SHzPFYgwkImPaA
144,ImyAtbsh5jhW5TC0-6xzDr1XgauSbfMRa2SnDIIxrxYreYYx
145,45Pw7QFlfdjcq0D8jas_zZLjS46-k92dmLL4XpU0gzBVqZAZ
146,GGpcPPzTml17UdTM-bcjANe99kYLZXbzEg-zZe-C6sUrAudQ
147,He1bE99e0iXO-0Bm_0WEHLJJmzNkHE6V5X0yhUa8xJmwYN-6
148,CXh7qt2DGRRgz8r5iWyezBHx0T0GZL_8aZmeBuIN4RsKened
149,0FQiMwJ-q5IjLAxctEKpv13ma4LltUJyrG-aPTZ3WN5gf1or
150,QeyZkOJnr6exF0-UTyOzOIkkYRWqxLcpAvTSPBnjoEOH55Wg
151,MHP50Qyjs7O1zGxZha2DmRfPNfPgCUUsLpNun8F_8ExGDbWc
152,qJr_FdizD2coeTINOfaO48fAQcdS0SU3Wc-OEj7kwymIj0ed
153,C-_fHXMkoAnq9_AWjrRO1kInGZYNwRI8O3ezysWPHYUU04Tz
154,Qz3XBkUY900mjt2PdanUG6ZlxxGRYq8OdODGAnxTFEcbOAic
155,aVPujqX8W34Yq8CQJtWxJ9m0gYdD87CWnzkClnJo4sNUhn80
